Redshift,GR_Density,TCWT_Density
1.060560560560560361e+01,1.272855398624304912e-01,5.110303504654464812e-02
1.058058058058058037e+01,1.273519182496080371e-01,5.129219099347721855e-02
1.055555555555555358e+01,1.274186189795042390e-01,5.149072847016129828e-02
1.053053053053053034e+01,1.274856443966352892e-01,5.169875209313187781e-02
1.050550550550550355e+01,1.275529968682284632e-01,5.191636668079627204e-02
1.048048048048048031e+01,1.276206787844969270e-01,5.214367722649501657e-02
1.045545545545545352e+01,1.276886925589184318e-01,5.238078887055279409e-02
1.043043043043043028e+01,1.277570406285181981e-01,5.262780687129224588e-02
1.040540540540540349e+01,1.278257254541557975e-01,5.288483657498520285e-02
1.038038038038038025e+01,1.278947495208162810e-01,5.315198338471363582e-02
1.035535535535535345e+01,1.279641153379056373e-01,5.342935272811309699e-02
1.033033033033033021e+01,1.280338254395505249e-01,5.371705002397060558e-02
1.030530530530530342e+01,1.281038823849023622e-01,5.401518064764848637e-02
1.028028028028028018e+01,1.281742887584459700e-01,5.432384989530461561e-02
1.025525525525525339e+01,1.282450471703128481e-01,5.464316294688061071e-02
1.023023023023023015e+01,1.283161602565989490e-01,5.497322482782648900e-02
1.020520520520520336e+01,1.283876306796872535e-01,5.531414036953224977e-02
1.018018018018018012e+01,1.284594611285751753e-01,5.566601416843448835e-02
1.015515515515515332e+01,1.285316543192068506e-01,5.602895054376723361e-02
1.013013013013013008e+01,1.286042129948102852e-01,5.640305349392338297e-02
1.010510510510510329e+01,1.286771399262397753e-01,5.678842665139594015e-02
1.008008008008008005e+01,1.287504379123232123e-01,5.718517323626361171e-02
1.005505505505505326e+01,1.288241097802149404e-01,5.759339600818960681e-02
1.003003003003003002e+01,1.288981583857536362e-01,5.801319721689614239e-02
1.000500500500500323e+01,1.289725866138259069e-01,5.844467855108326226e-02
9.979979979979979987e+00,1.290473973787350515e-01,5.888794108575366726e-02
9.954954954954953195e+00,1.291225936245759542e-01,5.934308522791030549e-02
9.929929929929929955e+00,1.291981783256151151e-01,5.981021066058810065e-02
9.904904904904903162e+00,1.292741544866769232e-01,6.028941628518479090e-02
9.879879879879879923e+00,1.293505251435357328e-01,6.078080016205274216e-02
9.854854854854853130e+00,1.294272933633139611e-01,6.128445944931444622e-02
9.829829829829829890e+00,1.295044622448862093e-01,6.180049033986229068e-02
9.804804804804803098e+00,1.295820349192899068e-01,6.232898799650633814e-02
9.779779779779779858e+00,1.296600145501420331e-01,6.287004648522791228e-02
9.754754754754753066e+00,1.297384043340626125e-01,6.342375870650279746e-02
9.729729729729729826e+00,1.298172075011044257e-01,6.399021632465051734e-02
9.704704704704703033e+00,1.298964273151898274e-01,6.456950969517320782e-02
9.679679679679679793e+00,1.299760670745541136e-01,6.516172779003960580e-02
9.654654654654653001e+00,1.300561301121961333e-01,6.576695812087673954e-02
9.629629629629629761e+00,1.301366197963355897e-01,6.638528666002442569e-02
9.604604604604602969e+00,1.302175395308779460e-01,6.701679775941409012e-02
9.579579579579579729e+00,1.302988927558864918e-01,6.766157406722728140e-02
9.554554554554552936e+00,1.303806829480620433e-01,6.831969644229415883e-02
9.529529529529529697e+00,1.304629136212299978e-01,6.899124386618682436e-02
9.504504504504502904e+00,1.305455883268354655e-01,6.967629335296754434e-02
9.479479479479479664e+00,1.306287106544461174e-01,7.037491985654704962e-02
9.454454454454452872e+00,1.307122842322631651e-01,7.108719617561147508e-02
9.429429429429429632e+00,1.307963127276405846e-01,7.181319285607334901e-02
9.404404404404402840e+00,1.308807998476126666e-01,7.255297809100630380e-02
9.379379379379379600e+00,1.309657493394299765e-01,7.330661761801665621e-02
9.354354354354352807e+00,1.310511649911043353e-01,7.407417461401358261e-02
9.329329329329329568e+00,1.311370506319622098e-01,7.485570958733039904e-02
9.304304304304302775e+00,1.312234101332074854e-01,7.565128026715819964e-02
9.279279279279279535e+00,1.313102474084931748e-01,7.646094149024686148e-02
9.254254254254252743e+00,1.313975664145026756e-01,7.728474508483298977e-02
9.229229229229229503e+00,1.314853711515404089e-01,7.812273975175124119e-02
9.204204204204202711e+00,1.315736656641323110e-01,7.897497094269023687e-02
9.179179179179179471e+00,1.316624540416361511e-01,7.984148073554891978e-02
9.154154154154152678e+00,1.317517404188620345e-01,8.072230770685685786e-02
9.129129129129129439e+00,1.318415289767030096e-01,8.161748680121505561e-02
9.104104104104102646e+00,1.319318239427765271e-01,8.252704919772185788e-02
9.079079079079079406e+00,1.320226295920760851e-01,8.345102217334324224e-02
9.054054054054052614e+00,1.321139502476343375e-01,8.438942896319237552e-02
9.029029029029029374e+00,1.322057902811969443e-01,8.534228861768086705e-02
9.004004004004002581e+00,1.322981541139078565e-01,8.630961585650834267e-02
8.978978978978979342e+00,1.323910462170061197e-01,8.729142091945478465e-02
8.953953953953952549e+00,1.324844711125347518e-01,8.828770941394625815e-02
8.928928928928929309e+00,1.325784333740610832e-01,8.929848215935934364e-02
8.903903903903902517e+00,1.326729376274099204e-01,9.032373502804000309e-02
8.878878878878879277e+00,1.327679885514088665e-01,9.136345878300441981e-02
8.853853853853852485e+00,1.328635908786464925e-01,9.241763891230164729e-02
8.828828828828829245e+00,1.329597493962434707e-01,9.348625546000965958e-02
8.803803803803802452e+00,1.330564689466371686e-01,9.456928285384916255e-02
8.778778778778779213e+00,1.331537544283793728e-01,9.566668972939078308e-02
8.753753753753752420e+00,1.332516107969482499e-01,9.677843875084587988e-02
8.728728728728729180e+00,1.333500430655740199e-01,9.790448642842107529e-02
8.703703703703702388e+00,1.334490563060793389e-01,9.904478293223389906e-02
8.678678678678679148e+00,1.335486556497339772e-01,1.001992719027741674e-01
8.653653653653652356e+00,1.336488462881247619e-01,1.013678902579160657e-01
8.628628628628625563e+00,1.337496334740405357e-01,1.025505679964728162e-01
8.603603603603602323e+00,1.338510225223729366e-01,1.037472279983051998e-01
8.578578578578575531e+00,1.339530188110327757e-01,1.049577858209868736e-01
8.553553553553552291e+00,1.340556277818828190e-01,1.061821494930405424e-01
8.528528528528525499e+00,1.341588549416871667e-01,1.074202193037641639e-01
8.503503503503502259e+00,1.342627058630772863e-01,1.086718875896646036e-01
8.478478478478475466e+00,1.343671861855356697e-01,1.099370385175323650e-01
8.453453453453452227e+00,1.344723016163965335e-01,1.112155478641827788e-01
8.428428428428425434e+00,1.345780579318651693e-01,1.125072827929108066e-01
8.403403403403402194e+00,1.346844609780550039e-01,1.138121016266958052e-01
8.378378378378375402e+00,1.347915166720438374e-01,1.151298536182155247e-01
8.353353353353352162e+00,1.348992310029490105e-01,1.164603787167218518e-01
8.328328328328325370e+00,1.350076100330221407e-01,1.178035073318484255e-01
8.303303303303302130e+00,1.351166598987636469e-01,1.191590600944197054e-01
8.278278278278275337e+00,1.352263868120580914e-01,1.205268476143477596e-01
8.253253253253252097e+00,1.353367970613297000e-01,1.219066702357016890e-01
8.228228228228225305e+00,1.354478970127196147e-01,1.232983177890539100e-01
8.203203203203202065e+00,1.355596931112846570e-01,1.247015693412076992e-01
8.178178178178175273e+00,1.356721918822182404e-01,1.261161929424289840e-01
8.153153153153152033e+00,1.357853999320939031e-01,1.275419453713057261e-01
8.128128128128125240e+00,1.358993239501321837e-01,1.289785718773830414e-01
8.103103103103102001e+00,1.360139707094908113e-01,1.304258059217160426e-01
8.078078078078075208e+00,1.361293470685792650e-01,1.318833689155139433e-01
8.053053053053051968e+00,1.362454599723980364e-01,1.333509699570432083e-01
8.028028028028025176e+00,1.363623164539028987e-01,1.348283055669869668e-01
8.003003003003001936e+00,1.364799236353951006e-01,1.363150594224575296e-01
7.977977977977975144e+00,1.365982887299379278e-01,1.378109020898869441e-01
7.952952952952951904e+00,1.367174190428000202e-01,1.393154907570227918e-01
7.927927927927925111e+00,1.368373219729264456e-01,1.408284689642841370e-01
7.902902902902901872e+00,1.369580050144375283e-01,1.423494663357388057e-01
7.877877877877875079e+00,1.370794757581570156e-01,1.438780983099916533e-01
7.852852852852851839e+00,1.372017418931687494e-01,1.454139658712771954e-01
7.827827827827825047e+00,1.373248112084045347e-01,1.469566552810874782e-01
7.802802802802801807e+00,1.374486915942616239e-01,1.485057378106656722e-01
7.777777777777775015e+00,1.375733910442524799e-01,1.500607694747353449e-01
7.752752752752751775e+00,1.376989176566861262e-01,1.516212907668408605e-01
7.727727727727724982e+00,1.378252796363826360e-01,1.531868263967107180e-01
7.702702702702701743e+00,1.379524852964210957e-01,1.547568850300660992e-01
7.677677677677674950e+00,1.380805430599222061e-01,1.563309590313333441e-01
7.652652652652651710e+00,1.382094614618655792e-01,1.579085242097331698e-01
7.627627627627624918e+00,1.383392491509435884e-01,1.594890395692563079e-01
7.602602602602601678e+00,1.384699148914515232e-01,1.610719470630519734e-01
7.577577577577574885e+00,1.386014675652159078e-01,1.626566713527947960e-01
7.552552552552551646e+00,1.387339161735606508e-01,1.642426195736142180e-01
7.527527527527524853e+00,1.388672698393134952e-01,1.658291811052125808e-01
7.502502502502501613e+00,1.390015378088521047e-01,1.674157273498173837e-01
7.477477477477474821e+00,1.391367294541919486e-01,1.690016115176591338e-01
7.452452452452451581e+00,1.392728542751160148e-01,1.705861684206864959e-01
7.427427427427424789e+00,1.394099219013482382e-01,1.721687142752803268e-01
7.402402402402401549e+00,1.395479420947708937e-01,1.737485465147493580e-01
7.377377377377374756e+00,1.396869247516876189e-01,1.753249436124433291e-01
7.352352352352351517e+00,1.398268799051324840e-01,1.768971649163423865e-01
7.327327327327324724e+00,1.399678177272271062e-01,1.784644504960393174e-01
7.302302302302301484e+00,1.401097485315860036e-01,1.800260210030543706e-01
7.277277277277274692e+00,1.402526827757720196e-01,1.815810775454819448e-01
7.252252252252251452e+00,1.403966310638027626e-01,1.831288015779977685e-01
7.227227227227224660e+00,1.405416041487094481e-01,1.846683548083162263e-01
7.202202202202201420e+00,1.406876129351490312e-01,1.861988791212153271e-01
7.177177177177174627e+00,1.408346684820715733e-01,1.877194965213158928e-01
7.152152152152151388e+00,1.409827820054434799e-01,1.892293090958308832e-01
7.127127127127124595e+00,1.411319648810287208e-01,1.907273989985689144e-01
7.102102102102101355e+00,1.412822286472286970e-01,1.922128284565123857e-01
7.077077077077074563e+00,1.414335850079827261e-01,1.936846398003581327e-01
7.052052052052051323e+00,1.415860458357307283e-01,1.951418555204506577e-01
7.027027027027024531e+00,1.417396231744390833e-01,1.965834783496034355e-01
7.002002002002001291e+00,1.418943292426917135e-01,1.980084913743525021e-01
6.976976976976974498e+00,1.420501764368483077e-01,1.994158581762537352e-01
6.951951951951951258e+00,1.422071773342701018e-01,2.008045230048816077e-01
6.926926926926924466e+00,1.423653446966167968e-01,2.021734109842631133e-01
6.901901901901901226e+00,1.425246914732147541e-01,2.035214283545259129e-01
6.876876876876874434e+00,1.426852308044991580e-01,2.048474627506144119e-01
6.851851851851851194e+00,1.428469760255318410e-01,2.061503835199802181e-01
6.826826826826824401e+00,1.430099406695966857e-01,2.074290420812262004e-01
6.801801801801801162e+00,1.431741384718744903e-01,2.086822723257369394e-01
6.776776776776774369e+00,1.433395833731997138e-01,2.099088910644041350e-01
6.751751751751751129e+00,1.435062895239006264e-01,2.111076985216083779e-01
6.726726726726724337e+00,1.436742712877257799e-01,2.122774788786950806e-01
6.701701701701701097e+00,1.438435432458581020e-01,2.134170008692362897e-01
6.676676676676674305e+00,1.440141202010200294e-01,2.145250184284445694e-01
6.651651651651651065e+00,1.441860171816710945e-01,2.156002713991597708e-01
6.626626626626624272e+00,1.443592494463009357e-01,2.166414862969018307e-01
6.601601601601601033e+00,1.445338324878201186e-01,2.176473771365373122e-01
6.576576576576574240e+00,1.447097820380512656e-01,2.186166463231748458e-01
6.551551551551551000e+00,1.448871140723234086e-01,2.195479856099590843e-01
6.526526526526524208e+00,1.450658448141721180e-01,2.204400771254957647e-01
6.501501501501500968e+00,1.452459907401481565e-01,2.212915944736905671e-01
6.476476476476474176e+00,1.454275685847381261e-01,2.221012039088432477e-01
6.451451451451450936e+00,1.456105953453992741e-01,2.228675655888820717e-01
6.426426426426424143e+00,1.457950882877123433e-01,2.235893349096767513e-01
6.401401401401400904e+00,1.459810649506552149e-01,2.242651639234041760e-01
6.376376376376374111e+00,1.461685431520010625e-01,2.248937028439848551e-01
6.351351351351350871e+00,1.463575409938436267e-01,2.254736016426351908e-01
6.326326326326324079e+00,1.465480768682543566e-01,2.260035117366138435e-01
6.301301301301300839e+00,1.467401694630737774e-01,2.264820877742547978e-01
6.276276276276274046e+00,1.469338377678418572e-01,2.269079895193997221e-01
6.251251251251250807e+00,1.471291010798703724e-01,2.272798838383423559e-01
6.226226226226224014e+00,1.473259790104620715e-01,2.275964467923991541e-01
6.201201201201200774e+00,1.475244914912799965e-01,2.278563658392051550e-01
6.176176176176173982e+00,1.477246587808720146e-01,2.280583421458133309e-01
6.151151151151150742e+00,1.479265014713538329e-01,2.282010930166389340e-01
6.126126126126123950e+00,1.481300404952563265e-01,2.282833544392466329e-01
6.101101101101100710e+00,1.483352971325408720e-01,2.283038837509152041e-01
6.076076076076073917e+00,1.485422930177879020e-01,2.282614624288404337e-01
6.051051051051050678e+00,1.487510501475633740e-01,2.281548990067457650e-01
6.026026026026023885e+00,1.489615908879690642e-01,2.279830321205612853e-01
6.001001001001000645e+00,1.491739379823808220e-01,2.277447336857042759e-01
5.975975975975973853e+00,1.493881145593813908e-01,2.274389122083457226e-01
5.950950950950950613e+00,1.496041441408925976e-01,2.270645162328795708e-01
5.925925925925923821e+00,1.498220506505134331e-01,2.266205379276157728e-01
5.900900900900900581e+00,1.500418584220696294e-01,2.261060168105014645e-01
5.875875875875873788e+00,1.502635922083814246e-01,2.255200436164271349e-01
5.850850850850850549e+00,1.504872771902551198e-01,2.248617643074012351e-01
5.825825825825823756e+00,1.507129389857065904e-01,2.241303842265685575e-01
5.800800800800800516e+00,1.509406036594219680e-01,2.233251723967120128e-01
5.775775775775773724e+00,1.511702977324640707e-01,2.224454659634954590e-01
5.750750750750750484e+00,1.514020481922311312e-01,2.214906747833024769e-01
5.725725725725723692e+00,1.516358825026758173e-01,2.204602861550619408e-01
5.700700700700700452e+00,1.518718286147922591e-01,2.193538696949648703e-01
5.675675675675673659e+00,1.521099149773797454e-01,2.181710823524279363e-01
5.650650650650650419e+00,1.523501705480907464e-01,2.169116735650769290e-01
5.625625625625623627e+00,1.525926248047730915e-01,2.155754905498745710e-01
5.600600600600600387e+00,1.528373077571142380e-01,2.141624837268325532e-01
5.575575575575573595e+00,1.530842499585984007e-01,2.126727122709875240e-01
5.550550550550550355e+00,1.533334825187845363e-01,2.111063497875163564e-01
5.525525525525523562e+00,1.535850371159173111e-01,2.094636901039885757e-01
5.500500500500500323e+00,1.538389460098794626e-01,2.077451531728184975e-01
5.475475475475473530e+00,1.540952420554984603e-01,2.059512910759600524e-01
5.450450450450450290e+00,1.543539587162162663e-01,2.040827941228243458e-01
5.425425425425423498e+00,1.546151300781366533e-01,2.021404970312182803e-01
5.400400400400400258e+00,1.548787908644593259e-01,2.001253851798905636e-01
5.375375375375373466e+00,1.551449764503154138e-01,1.980386009199317232e-01
5.350350350350350226e+00,1.554137228780163582e-01,1.958814499308891566e-01
5.325325325325323433e+00,1.556850668727296771e-01,1.936554076059471552e-01
5.300300300300300194e+00,1.559590458585956019e-01,1.913621254489580870e-01
5.275275275275273401e+00,1.562356979752992925e-01,1.890034374644113668e-01
5.250250250250250161e+00,1.565150620951131222e-01,1.865813665196742743e-01
5.225225225225223369e+00,1.567971778404252392e-01,1.840981306569412224e-01
5.200200200200200129e+00,1.570820856017694500e-01,1.815561493303747276e-01
5.175175175175173337e+00,1.573698265563747978e-01,1.789580495418229555e-01
5.150150150150150097e+00,1.576604426872503795e-01,1.763066718463325855e-01
5.125125125125123304e+00,1.579539768028251079e-01,1.736050761963693068e-01
5.100100100100100065e+00,1.582504725571599047e-01,1.708565475912841025e-01
5.075075075075073272e+00,1.585499744707525860e-01,1.680646014960409385e-01
5.050050050050050032e+00,1.588525279519551470e-01,1.652329889906414551e-01
5.025025025025023240e+00,1.591581793190250671e-01,1.623657016089483374e-01
5.000000000000000000e+00,1.594669758228315637e-01,1.594669758228315914e-01
